question,choices,answer_key,cot_response,predicted
If you hit someone while driving what could happen to that person?,"['deaths', 'get arrested', 'moving', 'using gas', 'may die']",E,"A: The answer must be a something that could happen to someone who is hit while driving. Of the above choices, the most natural answer is may die. So the answer is (e).",E
Where would a human expect to find manufacturing operations?,"['factory', 'school', 'grocery store', 'band', 'aircraft']",A,"A: The answer must be a place where items are factory. Of the above choices, only factory is a place where items are factory. So the answer is (a).",A
"The man didn't like getting out of bed and stepping on the cold tile, so where did he put carpeting?","['houses', 'bedroom', 'istanbul', 'open tress', 'gym']",B,"A: The answer must be a place where he might put carpeting to feel the cold tile. Of the above choices, bedroom is the most sense. So the answer is (b).",B
You'd add pepper and salt to what liquid meal if it's bland?,"['supermarket', 'water', 'cellars', 'soup', 'grocery store']",D,"A: The answer must be a liquid meal that you can add pepper and salt to. Of the above choices, soup is the only liquid meal. So the answer is (d).",D
How can you get the attention of a person across the room?,"['board ship', 'shout at', 'smile at', 'cross street', 'feel happy']",B,"A: The answer must be a something that can get someone's attention. Of the above choices, only shout at and smile at can get someone's attention. So the answer is (b).",B
Where can you get a stray small dog?,"['living room', 'animal shelter', 'georgia', 'pet shop', 'dog show']",B,"A: The answer must be a place where stray small dog might be. Of the above choices, only animal shelter is a place that might have stray small dog. So the answer is (b).",B
What do people want to do when they love a place that they are going on vacation in?,"['pleasant thoughts', 'overspending', 'moving there', 'staying there', 'debt']",D,"A: The answer should be something people want to do when they love a place. Of the above choices, staying there makes the most sense. So the answer is (d).",D
"A shark swam in the background aquarium as the card players sat emotionless, what were they playing?","['sea world', 'court room', 'shallow waters', 'poker game', 'card shark']",D,"A: The answer must be a game that is emotionless. Of the above choices, poker is a game that is emotionless. So the answer is (d).",D
Where would you find a desk normally occupied by a young person?,"['office building', 'schoolroom', 'library', 'bedroom', 'gym']",B,"A: The answer must be a place where young people are. Of the above choices, schoolroom is the most place where young people would have a desk. So the answer is (b).",B
Where can you buy socks and jeans?,"['washing machine', 'laundromat', 'clothing store', 'closet', 'shopping mall']",C,"A: The answer must be a place where you can buy clothing. Of the above choices, clothing store and shopping mall are the most sense. So the answer is (c).",C
"Where would people be looking at some things which can move, but are not moving?","['football stadium', 'surface of earth', 'car show', 'opera', 'movie']",C,"A: The answer must be a place where people are looking at things that are not moving but can move. Of the above choices, a car show is the most sense. So the answer is (c).",C
People celebrate by going places and riding rides.  What's one obvious place people might go to celebrate?,"['state park', 'opera', 'disneyland', 'carnival', 'park']",C,"A: The answer must be a place with rides. Of the above choices, only disneyland and carnival have rides. So the answer is (c).",C
"The shark was migrating between continents, where did biologists find it?","['fresh water', 'gulf of mexico', 'open ocean', 'television program', 'coral reef']",C,"A: The answer must be a place where a shark might be migrating. Of the above choices, open ocean is the most natural place for a shark to be migrating. So the answer is (c).",C
Where do  you park in the parking lot with shopping bags?,"['amusement park', 'urban area', 'airport', 'shopping malls', 'train station']",D,"A: The answer must be a place where people park and go shopping. Of the above choices, shopping malls are the most place where people park and go shopping. So the answer is (d).",D
"Stopping being married to one another was a costly task, the lawyers and their what were astronomical?","['free time', 'pleasure', 'get divorced', 'legal fees', 'being lonely']",D,"A: The answer must be something that is costly in a divorce. Of the above choices, legal fees are the most costly. So the answer is (d).",D
James was a student who had a report that is due tomorrow.  Where might he spend most of his time today?,"['university', 'college class', 'class room', 'classroom', 'library']",E,"A: The answer should be a place where James can work. Of the above choices, the library is the most place for a student to work. So the answer is (e).",E
"His running escape didn't last long once he tripped, perhaps he should've thought to what?","['tie shoelace', 'rest', 'tiredness', 'run longer', 'sit down']",A,"A: The answer should be something that might have to do with running and the escape. Of the above choices, tie shoelace is the most sense. So the answer is (a).",A
